"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1","lnexp_IMAGEURL:8"
"BOW 2-36","10/22/1938","United States Forest Service","1:20,000","2036","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Tyler Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Birch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 07 35","-106 31 17","33469","","BOW002036.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33469~102603","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002036.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002036.jp2&width=5370&height=4186&x=0&y=0&resolution=6&level=0"
"BOW 2-38","10/22/1938","United States Forest Service","1:20,000","2038","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Gore Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Devils Slide Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 05 50","-106 31 04","33473","","BOW002038.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33473~102604","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002038.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002038.jp2&width=5394&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 2-40","10/22/1938","United States Forest Service","1:20,000","2040","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Gore Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sheep Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 04 55","-106 31 14","33477","","BOW002040.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33477~102605","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002040.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002040.jp2&width=5394&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 2-42","10/22/1938","United States Forest Service","1:20,000","2042","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Gore Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gore Range","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 03 49","-106 30 59","33481","","BOW002042.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33481~102606","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002042.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002042.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 2-44","10/22/1938","United States Forest Service","1:20,000","2044","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Gore Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canyon Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 02 52","-106 30 54","33485","","BOW002044.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33485~102607","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002044.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002044.jp2&width=5370&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 2-45","10/22/1938","United States Forest Service","1:20,000","2045","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Gore Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 02 11","-106 31 10","33489","","BOW002045.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33489~102608","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW002045.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW002045.jp2&width=5370&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 21-1","10/26/1938","United States Forest Service","1:20,000","21001","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chicken Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 52 29","-105 32 51","36911","","BOW021001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36911~103571","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021001.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021001.jp2&width=5418&height=4330&x=0&y=0&resolution=6&level=0"
"BOW 21-2","10/26/1938","United States Forest Service","1:20,000","21002","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chicken Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 51 59","-105 32 46","36914","","BOW021002.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36914~103572","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021002.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021002.jp2&width=5201&height=4138&x=0&y=0&resolution=6&level=0"
"BOW 21-3","10/26/1938","United States Forest Service","1:20,000","21003","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bull Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 51 22","-105 32 45","36917","","BOW021003.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36917~103573","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021003.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021003.jp2&width=5201&height=4138&x=0&y=0&resolution=6&level=0"
"BOW 21-4","10/26/1938","United States Forest Service","1:20,000","21004","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lost Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 50 38","-105 32 30","36920","","BOW021004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36920~103574","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021004.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021004.jp2&width=5297&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 21-5","10/26/1938","United States Forest Service","1:20,000","21005","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Lone Pine Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 54","-105 32 33","36923","","BOW021005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36923~103575","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021005.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021005.jp2&width=5225&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 21-6","10/26/1938","United States Forest Service","1:20,000","21006","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Lone Pine Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 14","-105 32 26","36926","","BOW021006.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36926~103576","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021006.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021006.jp2&width=5249&height=4114&x=0&y=0&resolution=6&level=0"
"BOW 21-7","10/26/1938","United States Forest Service","1:20,000","21007","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mount Margaret","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 48 29","-105 32 30","36929","","BOW021007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36929~103577","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021007.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021007.jp2&width=5153&height=4162&x=0&y=0&resolution=6&level=0"
"BOW 21-8","10/26/1938","United States Forest Service","1:20,000","21008","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dowdy Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 47 40","-105 32 26","36932","","BOW021008.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36932~103578","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021008.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021008.jp2&width=5153&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 21-9","10/26/1938","United States Forest Service","1:20,000","21009","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Parvin Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 53","-105 32 32","36936","","BOW021009.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36936~103579","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021009.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021009.jp2&width=5153&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 21-10","10/26/1938","United States Forest Service","1:20,000","21010","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lady Moon Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 06","-105 32 32","36940","","BOW021010.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36940~103580","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021010.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021010.jp2&width=5249&height=4162&x=0&y=0&resolution=6&level=0"
"BOW 21-11","10/26/1938","United States Forest Service","1:20,000","21011","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Red Feather Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pavel Reservoir Number 1","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 45 21","-105 32 35","36943","","BOW021011.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36943~103581","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021011.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021011.jp2&width=5129&height=4162&x=0&y=0&resolution=6&level=0"
"BOW 21-12","10/26/1938","United States Forest Service","1:20,000","21012","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Rustic","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manhattan Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 44 38","-105 32 34","36946","","BOW021012.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36946~103582","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021012.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021012.jp2&width=5129&height=4186&x=0&y=0&resolution=6&level=0"
"BOW 21-13","10/26/1938","United States Forest Service","1:20,000","21013","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Rustic","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manhattan Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 43 51","-105 32 40","36950","","BOW021013.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36950~103583","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021013.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021013.jp2&width=5129&height=4186&x=0&y=0&resolution=6&level=0"
"BOW 21-15","10/26/1938","United States Forest Service","1:20,000","21015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Rustic","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Indian Meadows","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 42 06","-105 32 22","36953","","BOW021015.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36953~103584","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021015.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021015.jp2&width=5225&height=4186&x=0&y=0&resolution=6&level=0"
"BOW 21-17","10/26/1938","United States Forest Service","1:20,000","21017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Rustic","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dadd Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 40 42","-105 32 26","36957","","BOW021017.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~36957~103585","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1053/BOW021017.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1053/BOW021017.jp2&width=5370&height=4306&x=0&y=0&resolution=6&level=0"
