"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"BOW 15-3","10/26/1938","United States Forest Service","1:20,000","15003","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Clear Creek","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sherwin Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 48 46","-105 42 41","35652","BOW015003.jpg"
"BOW 15-5","10/26/1938","United States Forest Service","1:20,000","15005","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Parry Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 49 54","-105 42 38","35656","BOW015005.jpg"
"BOW 15-7","10/26/1938","United States Forest Service","1:20,000","15007","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ice Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 51 01","-105 42 02","35660","BOW015007.jpg"
"BOW 15-9","10/26/1938","United States Forest Service","1:20,000","15009","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Heart Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 52 26","-105 41 53","35664","BOW015009.jpg"
"BOW 15-11","10/26/1938","United States Forest Service","1:20,000","15011","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Iceberg Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 53 39","-105 41 52","35668","BOW015011.jpg"
"BOW 15-13","10/26/1938","United States Forest Service","1:20,000","15013","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Epworth, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 54 57","-105 42 03","35672","BOW015013.jpg"
"BOW 15-15","10/26/1938","United States Forest Service","1:20,000","15015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corona Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 56 17","-105 41 49","35676","BOW015015.jpg"
"BOW 15-17","10/26/1938","United States Forest Service","1:20,000","15017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bob Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 57 17","-105 41 47","35680","BOW015017.jpg"
"BOW 15-19","10/26/1938","United States Forest Service","1:20,000","15019","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Devils Thumb Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 58 36","-105 41 46","35683","bow015019.jpg"
"BOW 15-21","10/26/1938","United States Forest Service","1:20,000","15021","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cabin Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 59 35","-105 41 48","35687","BOW015021.jpg"
"BOW 15-23","10/26/1938","United States Forest Service","1:20,000","15023","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Columbine Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 00 39","-105 41 44","35690","BOW015023.jpg"
"BOW 15-25","10/26/1938","United States Forest Service","1:20,000","15025","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Santanta Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 01 54","-105 41 36","35694","BOW015025.jpg"
"BOW 15-27","10/26/1938","United States Forest Service","1:20,000","15027","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Arapaho Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 02 53","-105 41 24","35698","BOW015027.jpg"
"BOW 15-29","10/26/1938","United States Forest Service","1:20,000","15029","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Achonee, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 04 19","-105 41 23","35701","BOW015029.jpg"
"BOW 15-31","10/26/1938","United States Forest Service","1:20,000","15031","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cascade Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 05 33","-105 41 28","35705","BOW015031.jpg"
"BOW 15-33","10/26/1938","United States Forest Service","1:20,000","15033","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Buchanan Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 06 56","-105 41 18","35708","BOW015033.jpg"
"BOW 15-35","10/26/1938","United States Forest Service","1:20,000","15035","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marten Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 08 12","-105 41 25","35712","BOW015035.jpg"
"BOW 15-37","10/26/1938","United States Forest Service","1:20,000","15037","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paradise Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 11 07","-105 41 02","35716","BOW015037.jpg"
"BOW 15-39","10/26/1938","United States Forest Service","1:20,000","15039","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Paradise Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 09 49","-105 41 13","35719","BOW015039.jpg"
"BOW 15-41","10/26/1938","United States Forest Service","1:20,000","15041","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 12 07","-105 41 02","35722","BOW015041.jpg"
"BOW 15-43","10/26/1938","United States Forest Service","1:20,000","15043","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fourth Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 13 22","-105 41 11","35726","BOW015043.jpg"
"BOW 15-45","10/26/1938","United States Forest Service","1:20,000","15045","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Andrews Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 14 34","-105 41 18","35730","BOW015045.jpg"
"BOW 15-47","10/26/1938","United States Forest Service","1:20,000","15047","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Taylor Glacier","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 15 45","-105 41 25","35734","BOW015047.jpg"
"BOW 15-53","10/26/1938","United States Forest Service","1:20,000","15053","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ptarmigan Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 19 27","-105 41 55","35737","BOW015053.jpg"
"BOW 15-55","10/26/1938","United States Forest Service","1:20,000","15055","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spruce Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 20 32","-105 42 05","35741","BOW015055.jpg"
"BOW 15-57","10/26/1938","United States Forest Service","1:20,000","15057","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stones Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 21 40","-105 42 06","35744","BOW015057.jpg"
"BOW 15-59","10/26/1938","United States Forest Service","1:20,000","15059","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Big Thompson River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 22 52","-105 41 58","35748","BOW015059.jpg"
"BOW 15-61","10/26/1938","United States Forest Service","1:20,000","15061","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sundance Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 24 08","-105 42 10","35751","BOW015061.jpg"
"BOW 15-63","10/26/1938","United States Forest Service","1:20,000","15063","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sundance Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 25 20","-105 42 11","35755","BOW015063.jpg"
"BOW 15-65","10/26/1938","United States Forest Service","1:20,000","15065","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chapin Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 26 38","-105 42 27","35758","BOW015065.jpg"
